codigoNacional;idEquipo;idPista;momento;ts;td;tMin12Horas;tMax12Horas;tMin24Horas;tMax24Horas;horaTMin12Horas;horaTMax12Horas;horaTMin24Horas;horaTMax24Horas;ts02;ts10;ts30;momentoRegistro;tsMed15m;tsMax15m;tsMin15m;tsSupMax15m;tsSupMed15m;tsSupMin15m;tMin1M;tMax1M
330075;0;;2023-04-15 21:20:00;18.7;8.2;;;;;;;;;;;;2023-04-15 22:20:24;;19.4;18.5;;;;;
330075;0;;2023-04-15 21:40:00;18.1;8.1;;;;;;;;;;;;2023-04-15 22:20:24;;18.8;17.9;;;;;
330075;0;;2023-04-15 22:00:00;17.2;7.8;;;;;;;;;;;;2023-04-15 22:20:24;;18.0;17.1;;;;;
330075;0;;2023-04-15 22:20:00;15.8;7.5;;;;;;;;;;;;2023-04-15 23:20:26;;17.2;15.8;;;;;
330075;0;;2023-04-15 22:40:00;14.2;6.7;;;;;;;;;;;;2023-04-15 23:20:26;;15.9;14.2;;;;;
330075;0;;2023-04-15 23:00:00;13.5;6.5;;;;;;;;;;;;2023-04-15 23:20:26;;14.4;13.5;;;;;
330075;0;;2023-04-15 23:20:00;12.3;5.9;;;;;;;;;;;;2023-04-16 00:20:24;;13.7;12.3;;;;;
330075;0;;2023-04-15 23:40:00;11.8;5.9;;;;;;;;;;;;2023-04-16 00:20:24;;12.6;11.8;;;;;
330075;0;;2023-04-16 00:00:00;11.3;5.6;;;;;;;;;;;;2023-04-16 00:20:24;;12.0;11.2;;;;;
330075;0;;2023-04-16 00:20:00;11.1;5.5;;;;;;;;;;;;2023-04-16 01:30:10;;11.6;10.9;;;;;
330075;0;;2023-04-16 00:40:00;10.9;5.8;;;;;;;;;;;;2023-04-16 01:30:10;;11.2;10.7;;;;;
330075;0;;2023-04-16 01:00:00;10.4;5.5;;;;;;;;;;;;2023-04-16 01:30:10;;11.0;10.3;;;;;
330075;0;;2023-04-16 01:20:00;10.3;5.6;;;;;;;;;;;;2023-04-16 02:20:23;;10.6;10.2;;;;;
330075;0;;2023-04-16 01:40:00;9.9;5.4;;;;;;;;;;;;2023-04-16 02:20:23;;10.5;9.7;;;;;
330075;0;;2023-04-16 02:00:00;9.5;5.2;;;;;;;;;;;;2023-04-16 02:20:23;;10.1;9.5;;;;;
330075;0;;2023-04-16 02:20:00;9.4;5.3;;;;;;;;;;;;2023-04-16 03:35:23;;9.8;9.4;;;;;
330075;0;;2023-04-16 02:40:00;9.4;5.3;;;;;;;;;;;;2023-04-16 03:35:23;;9.7;9.3;;;;;
330075;0;;2023-04-16 03:00:00;9.2;5.1;;;;;;;;;;;;2023-04-16 03:35:23;;9.7;9.1;;;;;
330075;0;;2023-04-16 03:20:00;8.5;4.6;;;;;;;;;;;;2023-04-16 04:20:25;;9.2;8.5;;;;;
330075;0;;2023-04-16 03:40:00;8.8;5.0;;;;;;;;;;;;2023-04-16 04:20:25;;9.1;8.5;;;;;
330075;0;;2023-04-16 04:00:00;8.4;4.7;;;;;;;;;;;;2023-04-16 04:20:25;;8.9;8.4;;;;;
330075;0;;2023-04-16 04:20:00;8.5;4.7;;;;;;;;;;;;2023-04-16 05:20:24;;8.7;8.2;;;;;
330075;0;;2023-04-16 04:40:00;8.0;4.5;;;;;;;;;;;;2023-04-16 05:20:24;;8.7;8.0;;;;;
330075;0;;2023-04-16 05:00:00;8.0;4.5;;;;;;;;;;;;2023-04-16 05:20:24;;8.3;7.9;;;;;
330075;0;;2023-04-16 05:20:00;7.9;4.4;;;;;;;;;;;;2023-04-16 06:45:02;;8.2;7.9;;;;;
330075;0;;2023-04-16 05:40:00;7.6;4.3;;;;;;;;;;;;2023-04-16 06:45:02;;8.2;7.5;;;;;
330075;0;;2023-04-16 06:00:00;7.1;4.0;;;;;;;;;;;;2023-04-16 06:45:02;;7.8;7.0;;;;;
330075;0;;2023-04-16 06:20:00;7.5;4.4;;;;;;;;;;;;2023-04-16 07:20:25;;7.7;7.0;;;;;
330075;0;;2023-04-16 06:40:00;7.1;4.2;;;;;;;;;;;;2023-04-16 07:20:25;;7.6;6.9;;;;;
330075;0;;2023-04-16 07:00:00;6.9;4.2;;;;;;;;;;;;2023-04-16 07:20:25;;7.1;6.8;;;;;
330075;0;;2023-04-16 07:20:00;6.1;3.4;;;;;;;;;;;;2023-04-16 08:35:28;;7.1;6.1;;;;;
330075;0;;2023-04-16 07:40:00;5.9;3.7;;;;;;;;;;;;2023-04-16 08:35:28;;6.2;5.7;;;;;
330075;0;;2023-04-16 08:00:00;6.6;4.4;;;;;;;;;;;;2023-04-16 08:35:28;;6.7;5.9;;;;;
330075;0;;2023-04-16 08:20:00;6.5;3.9;;;;;;;;;;;;2023-04-16 09:20:23;;7.3;6.4;;;;;
330075;0;;2023-04-16 08:40:00;6.6;4.3;;;;;;;;;;;;2023-04-16 09:20:23;;6.8;6.4;;;;;
330075;0;;2023-04-16 09:00:00;6.6;4.3;;;;;;;;;;;;2023-04-16 09:20:23;;6.9;6.4;;;;;
330075;0;;2023-04-16 09:20:00;6.6;4.3;;;;;;;;;;;;2023-04-16 10:20:32;;6.8;6.4;;;;;
330075;0;;2023-04-16 09:40:00;6.5;3.9;;;;;;;;;;;;2023-04-16 10:20:32;;6.9;6.5;;;;;
330075;0;;2023-04-16 10:00:00;6.0;3.9;;;;;;;;;;;;2023-04-16 10:20:32;;6.6;5.9;;;;;
330075;0;;2023-04-16 10:20:00;6.0;3.7;;;;;;;;;;;;2023-04-16 11:20:29;;6.3;5.9;;;;;
330075;0;;2023-04-16 10:40:00;6.7;4.2;;;;;;;;;;;;2023-04-16 11:20:29;;6.7;6.0;;;;;
330075;0;;2023-04-16 11:00:00;6.6;4.0;;;;;;;;;;;;2023-04-16 11:20:29;;6.9;6.5;;;;;
330075;0;;2023-04-16 11:20:00;6.6;4.3;;;;;;;;;;;;2023-04-16 12:35:24;;6.7;6.4;;;;;
330075;0;;2023-04-16 11:40:00;7.3;4.4;;;;;;;;;;;;2023-04-16 12:35:24;;7.4;6.5;;;;;
330075;0;;2023-04-16 12:00:00;7.7;4.5;;;;;;;;;;;;2023-04-16 12:35:24;;7.8;7.1;;;;;
330075;0;;2023-04-16 12:20:00;8.4;4.8;;;;;;;;;;;;2023-04-16 13:35:26;;8.5;7.6;;;;;
330075;0;;2023-04-16 12:40:00;9.2;4.7;;;;;;;;;;;;2023-04-16 13:35:26;;9.3;8.3;;;;;
330075;0;;2023-04-16 13:00:00;10.1;5.2;;;;;;;;;;;;2023-04-16 13:35:26;;10.3;9.2;;;;;
330075;0;;2023-04-16 13:20:00;10.7;5.5;;;;;;;;;;;;2023-04-16 14:20:30;;10.8;10.1;;;;;
330075;0;;2023-04-16 13:40:00;11.4;5.9;;;;;;;;;;;;2023-04-16 14:20:30;;11.5;10.6;;;;;
330075;0;;2023-04-16 14:00:00;12.2;6.8;;;;;;;;;;;;2023-04-16 14:20:30;;12.4;11.4;;;;;
330075;0;;2023-04-16 14:20:00;12.6;7.4;;;;;;;;;;;;2023-04-16 15:35:26;;12.9;12.2;;;;;
330075;0;;2023-04-16 14:40:00;13.5;7.6;;;;;;;;;;;;2023-04-16 15:35:26;;13.7;12.5;;;;;
330075;0;;2023-04-16 15:00:00;14.8;7.9;;;;;;;;;;;;2023-04-16 15:35:26;;14.8;13.5;;;;;
330075;0;;2023-04-16 16:20:00;17.1;8.5;;;;;;;;;;;;2023-04-16 17:20:27;;17.5;16.3;;;;;
330075;0;;2023-04-16 16:40:00;17.4;8.2;;;;;;;;;;;;2023-04-16 17:20:27;;17.8;16.8;;;;;
330075;0;;2023-04-16 17:00:00;17.8;8.7;;;;;;;;;;;;2023-04-16 17:20:27;;17.9;16.4;;;;;
330075;0;;2023-04-16 17:20:00;18.1;8.3;;;;;;;;;;;;2023-04-16 18:20:27;;18.5;17.1;;;;;
330075;0;;2023-04-16 17:40:00;18.4;8.0;;;;;;;;;;;;2023-04-16 18:20:27;;18.8;17.9;;;;;
330075;0;;2023-04-16 18:00:00;18.5;8.3;;;;;;;;;;;;2023-04-16 18:20:27;;19.3;18.3;;;;;
330075;0;;2023-04-16 18:20:00;19.3;8.4;;;;;;;;;;;;2023-04-16 19:45:03;;19.7;18.2;;;;;
330075;0;;2023-04-16 18:40:00;19.3;8.1;;;;;;;;;;;;2023-04-16 19:45:03;;19.6;19.0;;;;;
330075;0;;2023-04-16 19:00:00;19.0;7.7;;;;;;;;;;;;2023-04-16 19:45:03;;19.8;19.0;;;;;
330075;0;;2023-04-16 19:20:00;19.2;7.9;;;;;;;;;;;;2023-04-16 20:20:30;;19.6;19.0;;;;;
330075;0;;2023-04-16 19:40:00;19.1;7.8;;;;;;;;;;;;2023-04-16 20:20:30;;19.9;18.6;;;;;
330075;0;;2023-04-16 20:00:00;18.8;7.6;;;;;;;;;;;;2023-04-16 20:20:30;;19.6;18.4;;;;;
330075;0;;2023-04-16 20:20:00;18.2;7.2;;;;;;;;;;;;2023-04-16 21:45:03;;19.2;18.2;;;;;
330075;0;;2023-04-16 20:40:00;18.1;7.7;;;;;;;;;;;;2023-04-16 21:45:03;;18.5;17.9;;;;;
330075;0;;2023-04-16 21:00:00;17.9;7.7;;;;;;;;;;;;2023-04-16 21:45:03;;18.2;17.6;;;;;
330075;0;;2023-04-16 21:20:00;17.0;7.3;;;;;;;;;;;;2023-04-16 22:20:28;;17.8;17.0;;;;;
330075;0;;2023-04-16 21:40:00;16.4;7.3;;;;;;;;;;;;2023-04-16 22:20:28;;17.3;16.3;;;;;
330075;0;;2023-04-16 22:00:00;15.8;7.3;;;;;;;;;;;;2023-04-16 22:20:28;;16.5;15.6;;;;;
330075;0;;2023-04-16 22:20:00;14.4;6.9;;;;;;;;;;;;2023-04-16 23:20:27;;15.9;14.2;;;;;
330075;0;;2023-04-16 22:40:00;12.7;6.2;;;;;;;;;;;;2023-04-16 23:20:27;;14.4;12.7;;;;;
330075;0;;2023-04-16 23:00:00;11.4;5.5;;;;;;;;;;;;2023-04-16 23:20:27;;13.0;11.3;;;;;
330075;0;;2023-04-16 23:20:00;11.0;5.6;;;;;;;;;;;;2023-04-17 00:20:23;;11.6;11.0;;;;;
330075;0;;2023-04-16 23:40:00;11.2;5.7;;;;;;;;;;;;2023-04-17 00:20:23;;11.9;10.9;;;;;
330075;0;;2023-04-17 00:00:00;10.9;5.6;;;;;;;;;;;;2023-04-17 00:20:23;;11.5;10.9;;;;;
330075;0;;2023-04-17 00:20:00;10.5;5.4;;;;;;;;;;;;2023-04-17 01:20:25;;11.2;10.5;;;;;
330075;0;;2023-04-17 00:40:00;10.0;5.1;;;;;;;;;;;;2023-04-17 01:20:25;;10.8;10.0;;;;;
330075;0;;2023-04-17 01:00:00;9.6;5.1;;;;;;;;;;;;2023-04-17 01:20:25;;10.2;9.4;;;;;
330075;0;;2023-04-17 01:20:00;9.6;5.1;;;;;;;;;;;;2023-04-17 02:45:03;;9.8;9.4;;;;;
330075;0;;2023-04-17 01:40:00;9.1;4.6;;;;;;;;;;;;2023-04-17 02:45:03;;9.7;9.0;;;;;
330075;0;;2023-04-17 02:00:00;8.7;4.0;;;;;;;;;;;;2023-04-17 02:45:03;;9.3;8.7;;;;;
330075;0;;2023-04-17 02:20:00;8.6;3.9;;;;;;;;;;;;2023-04-17 03:20:37;;9.0;8.5;;;;;
330075;0;;2023-04-17 02:40:00;8.1;3.6;;;;;;;;;;;;2023-04-17 03:20:37;;8.6;8.0;;;;;
330075;0;;2023-04-17 03:00:00;7.9;3.2;;;;;;;;;;;;2023-04-17 03:20:37;;8.2;7.9;;;;;
330075;0;;2023-04-17 03:20:00;7.8;2.9;;;;;;;;;;;;2023-04-17 04:20:24;;8.2;7.7;;;;;
330075;0;;2023-04-17 03:40:00;7.7;2.7;;;;;;;;;;;;2023-04-17 04:20:24;;8.1;7.6;;;;;
330075;0;;2023-04-17 04:00:00;7.7;2.6;;;;;;;;;;;;2023-04-17 04:20:24;;8.0;7.6;;;;;
330075;0;;2023-04-17 04:20:00;7.5;2.3;;;;;;;;;;;;2023-04-17 05:20:26;;7.8;7.5;;;;;
330075;0;;2023-04-17 04:40:00;7.5;2.1;;;;;;;;;;;;2023-04-17 05:20:26;;7.7;7.2;;;;;
330075;0;;2023-04-17 05:00:00;7.2;2.1;;;;;;;;;;;;2023-04-17 05:20:26;;7.6;7.0;;;;;
330075;0;;2023-04-17 05:20:00;7.0;1.5;;;;;;;;;;;;2023-04-17 06:50:23;;7.2;6.8;;;;;
330075;0;;2023-04-17 05:40:00;6.8;1.2;;;;;;;;;;;;2023-04-17 06:50:23;;7.1;6.6;;;;;
330075;0;;2023-04-17 06:00:00;6.7;1.1;;;;;;;;;;;;2023-04-17 06:50:23;;7.0;6.5;;;;;
330075;0;;2023-04-17 06:20:00;6.5;0.8;;;;;;;;;;;;2023-04-17 07:20:24;;6.8;6.4;;;;;
330075;0;;2023-04-17 06:40:00;6.4;0.9;;;;;;;;;;;;2023-04-17 07:20:24;;6.8;6.3;;;;;
330075;0;;2023-04-17 07:00:00;6.2;0.8;;;;;;;;;;;;2023-04-17 07:20:24;;6.8;6.2;;;;;
330075;0;;2023-04-17 07:20:00;6.2;1.5;;;;;;;;;;;;2023-04-17 08:45:02;;6.5;6.1;;;;;
330075;0;;2023-04-17 07:40:00;6.5;2.1;;;;;;;;;;;;2023-04-17 08:45:02;;6.6;6.2;;;;;
330075;0;;2023-04-17 08:00:00;6.5;2.2;;;;;;;;;;;;2023-04-17 08:45:02;;6.6;6.3;;;;;
330075;0;;2023-04-17 08:20:00;6.6;2.2;;;;;;;;;;;;2023-04-17 09:20:25;;6.9;6.4;;;;;
330075;0;;2023-04-17 08:40:00;6.9;2.2;;;;;;;;;;;;2023-04-17 09:20:25;;7.1;6.3;;;;;
330075;0;;2023-04-17 09:00:00;6.0;1.7;;;;;;;;;;;;2023-04-17 09:20:25;;7.2;6.0;;;;;
330075;0;;2023-04-17 09:20:00;6.2;1.8;;;;;;;;;;;;2023-04-17 10:35:23;;6.3;5.8;;;;;
330075;0;;2023-04-17 09:40:00;5.4;1.3;;;;;;;;;;;;2023-04-17 10:35:23;;6.6;5.4;;;;;
330075;0;;2023-04-17 10:00:00;4.2;0.5;;;;;;;;;;;;2023-04-17 10:35:23;;5.5;4.2;;;;;
330075;0;;2023-04-17 10:20:00;4.7;1.3;;;;;;;;;;;;2023-04-17 11:20:27;;4.8;3.9;;;;;
330075;0;;2023-04-17 10:40:00;4.2;0.9;;;;;;;;;;;;2023-04-17 11:20:27;;5.0;4.0;;;;;
330075;0;;2023-04-17 11:00:00;5.1;0.6;;;;;;;;;;;;2023-04-17 11:20:27;;5.3;4.1;;;;;
330075;0;;2023-04-17 11:20:00;5.1;0.1;;;;;;;;;;;;2023-04-17 12:35:23;;5.6;5.0;;;;;
330075;0;;2023-04-17 11:40:00;5.5;0.1;;;;;;;;;;;;2023-04-17 12:35:23;;5.6;5.0;;;;;
330075;0;;2023-04-17 12:00:00;5.4;-0.1;;;;;;;;;;;;2023-04-17 12:35:23;;6.2;5.4;;;;;
330075;0;;2023-04-17 12:20:00;6.4;0.2;;;;;;;;;;;;2023-04-17 13:20:28;;6.5;5.3;;;;;
330075;0;;2023-04-17 12:40:00;7.9;0.2;;;;;;;;;;;;2023-04-17 13:20:28;;8.0;6.6;;;;;
330075;0;;2023-04-17 13:00:00;9.9;0.6;;;;;;;;;;;;2023-04-17 13:20:28;;10.1;7.9;;;;;
330075;0;;2023-04-17 13:20:00;12.5;1.2;;;;;;;;;;;;2023-04-17 14:20:24;;12.8;10.0;;;;;
330075;0;;2023-04-17 13:40:00;13.4;4.3;;;;;;;;;;;;2023-04-17 14:20:24;;13.7;12.6;;;;;
330075;0;;2023-04-17 14:00:00;14.8;5.1;;;;;;;;;;;;2023-04-17 14:20:24;;14.9;13.4;;;;;
330075;0;;2023-04-17 14:20:00;15.1;5.1;;;;;;;;;;;;2023-04-17 15:20:24;;15.8;14.8;;;;;
330075;0;;2023-04-17 14:40:00;15.8;5.3;;;;;;;;;;;;2023-04-17 15:20:24;;16.0;15.2;;;;;
330075;0;;2023-04-17 15:00:00;16.9;5.7;;;;;;;;;;;;2023-04-17 15:20:24;;17.0;15.8;;;;;
330075;0;;2023-04-17 15:20:00;17.5;4.9;;;;;;;;;;;;2023-04-17 16:20:25;;17.8;16.7;;;;;
330075;0;;2023-04-17 15:40:00;17.8;5.0;;;;;;;;;;;;2023-04-17 16:20:25;;18.1;17.3;;;;;
330075;0;;2023-04-17 16:00:00;18.7;4.6;;;;;;;;;;;;2023-04-17 16:20:25;;19.1;17.6;;;;;
330075;0;;2023-04-17 16:20:00;18.8;5.3;;;;;;;;;;;;2023-04-17 17:20:25;;19.1;18.2;;;;;
330075;0;;2023-04-17 16:40:00;19.6;5.4;;;;;;;;;;;;2023-04-17 17:20:25;;19.7;18.5;;;;;
330075;0;;2023-04-17 17:00:00;19.5;4.8;;;;;;;;;;;;2023-04-17 17:20:25;;20.0;18.9;;;;;
330075;0;;2023-04-17 17:20:00;19.8;5.5;;;;;;;;;;;;2023-04-17 18:20:23;;20.1;19.1;;;;;
330075;0;;2023-04-17 17:40:00;19.4;4.8;;;;;;;;;;;;2023-04-17 18:20:23;;19.9;18.9;;;;;
330075;0;;2023-04-17 18:00:00;19.7;3.7;;;;;;;;;;;;2023-04-17 18:20:23;;20.2;19.2;;;;;
330075;0;;2023-04-17 18:20:00;20.0;3.5;;;;;;;;;;;;2023-04-17 19:20:23;;20.7;19.7;;;;;
330075;0;;2023-04-17 18:40:00;20.4;2.6;;;;;;;;;;;;2023-04-17 19:20:23;;20.7;19.9;;;;;
330075;0;;2023-04-17 19:00:00;20.5;2.6;;;;;;;;;;;;2023-04-17 19:20:23;;20.9;19.9;;;;;
330075;0;;2023-04-17 19:20:00;20.2;2.1;;;;;;;;;;;;2023-04-17 20:20:23;;20.6;19.5;;;;;
330075;0;;2023-04-17 19:40:00;20.1;3.7;;;;;;;;;;;;2023-04-17 20:20:23;;20.5;19.7;;;;;
330075;0;;2023-04-17 20:00:00;19.9;2.0;;;;;;;;;;;;2023-04-17 20:20:23;;20.3;19.3;;;;;
330075;0;;2023-04-17 20:20:00;19.0;1.9;;;;;;;;;;;;2023-04-17 21:20:24;;19.9;18.8;;;;;
330075;0;;2023-04-17 20:40:00;18.4;1.3;;;;;;;;;;;;2023-04-17 21:20:24;;19.0;18.3;;;;;
330075;0;;2023-04-17 21:00:00;18.1;1.2;;;;;;;;;;;;2023-04-17 21:20:24;;18.6;17.9;;;;;
330075;0;;2023-04-17 21:20:00;17.4;2.5;;;;;;;;;;;;2023-04-17 22:20:23;;18.2;17.4;;;;;
330075;0;;2023-04-17 21:40:00;16.6;3.9;;;;;;;;;;;;2023-04-17 22:20:23;;17.7;16.6;;;;;
330075;0;;2023-04-17 22:00:00;15.8;4.3;;;;;;;;;;;;2023-04-17 22:20:23;;16.9;15.6;;;;;
330075;0;;2023-04-17 22:20:00;14.5;4.2;;;;;;;;;;;;2023-04-17 23:35:27;;15.7;14.3;;;;;
330075;0;;2023-04-17 22:40:00;12.2;2.7;;;;;;;;;;;;2023-04-17 23:35:27;;14.6;12.2;;;;;
330075;0;;2023-04-17 23:00:00;11.5;2.5;;;;;;;;;;;;2023-04-17 23:35:27;;12.3;11.5;;;;;
330075;0;;2023-04-17 23:20:00;11.5;2.8;;;;;;;;;;;;2023-04-18 00:35:23;;11.8;10.8;;;;;
330075;0;;2023-04-17 23:40:00;10.9;2.6;;;;;;;;;;;;2023-04-18 00:35:23;;11.6;10.8;;;;;
330075;0;;2023-04-18 00:00:00;10.6;2.6;;;;;;;;;;;;2023-04-18 00:35:23;;11.0;10.3;;;;;
330075;0;;2023-04-18 00:20:00;10.4;2.4;;;;;;;;;;;;2023-04-18 01:20:25;;10.8;10.1;;;;;
330075;0;;2023-04-18 00:40:00;9.9;1.9;;;;;;;;;;;;2023-04-18 01:20:25;;10.7;9.9;;;;;
330075;0;;2023-04-18 01:00:00;8.9;1.6;;;;;;;;;;;;2023-04-18 01:20:25;;10.0;8.9;;;;;
330075;0;;2023-04-18 01:20:00;9.1;1.5;;;;;;;;;;;;2023-04-18 02:20:26;;9.2;8.7;;;;;
330075;0;;2023-04-18 01:40:00;8.4;0.9;;;;;;;;;;;;2023-04-18 02:20:26;;9.5;8.3;;;;;
330075;0;;2023-04-18 02:00:00;7.8;0.3;;;;;;;;;;;;2023-04-18 02:20:26;;8.5;7.7;;;;;
330075;0;;2023-04-18 02:20:00;7.8;0.0;;;;;;;;;;;;2023-04-18 03:35:22;;8.2;7.6;;;;;
330075;0;;2023-04-18 02:40:00;7.6;-0.8;;;;;;;;;;;;2023-04-18 03:35:22;;8.1;7.6;;;;;
330075;0;;2023-04-18 03:00:00;7.6;-1.2;;;;;;;;;;;;2023-04-18 03:35:22;;7.8;7.5;;;;;
330075;0;;2023-04-18 03:20:00;7.4;-1.5;;;;;;;;;;;;2023-04-18 04:20:26;;7.9;7.3;;;;;
330075;0;;2023-04-18 03:40:00;7.3;-2.0;;;;;;;;;;;;2023-04-18 04:20:26;;7.6;7.1;;;;;
330075;0;;2023-04-18 04:00:00;6.6;-2.2;;;;;;;;;;;;2023-04-18 04:20:26;;7.3;6.6;;;;;
330075;0;;2023-04-18 04:20:00;6.2;-2.5;;;;;;;;;;;;2023-04-18 05:20:23;;6.9;6.2;;;;;
330075;0;;2023-04-18 04:40:00;6.6;-2.5;;;;;;;;;;;;2023-04-18 05:20:23;;6.6;6.1;;;;;
330075;0;;2023-04-18 05:00:00;6.5;-2.7;;;;;;;;;;;;2023-04-18 05:20:23;;6.7;6.3;;;;;
330075;0;;2023-04-18 05:20:00;6.6;-2.4;;;;;;;;;;;;2023-04-18 06:35:21;;6.8;6.4;;;;;
330075;0;;2023-04-18 05:40:00;6.3;-2.7;;;;;;;;;;;;2023-04-18 06:35:21;;6.7;6.3;;;;;
330075;0;;2023-04-18 06:00:00;6.2;-2.5;;;;;;;;;;;;2023-04-18 06:35:21;;6.9;6.2;;;;;
330075;0;;2023-04-18 06:20:00;6.4;-2.4;;;;;;;;;;;;2023-04-18 07:20:25;;7.0;6.1;;;;;
330075;0;;2023-04-18 06:40:00;5.9;-2.8;;;;;;;;;;;;2023-04-18 07:20:25;;6.5;5.8;;;;;
330075;0;;2023-04-18 07:00:00;5.8;-2.5;;;;;;;;;;;;2023-04-18 07:20:25;;6.4;5.7;;;;;
330075;0;;2023-04-18 07:20:00;5.4;-2.2;;;;;;;;;;;;2023-04-18 08:20:28;;6.1;5.0;;;;;
330075;0;;2023-04-18 07:40:00;6.7;-2.1;;;;;;;;;;;;2023-04-18 08:20:28;;7.0;5.1;;;;;
330075;0;;2023-04-18 08:00:00;5.5;-2.6;;;;;;;;;;;;2023-04-18 08:20:28;;6.7;5.3;;;;;
330075;0;;2023-04-18 08:20:00;5.0;-2.8;;;;;;;;;;;;2023-04-18 09:35:24;;6.4;5.0;;;;;
330075;0;;2023-04-18 08:40:00;6.1;-2.5;;;;;;;;;;;;2023-04-18 09:35:24;;6.2;4.9;;;;;
330075;0;;2023-04-18 09:00:00;6.7;-2.6;;;;;;;;;;;;2023-04-18 09:35:24;;7.3;5.9;;;;;
330075;0;;2023-04-18 09:20:00;6.8;-2.3;;;;;;;;;;;;2023-04-18 10:45:03;;6.9;6.0;;;;;
330075;0;;2023-04-18 09:40:00;7.3;-1.8;;;;;;;;;;;;2023-04-18 10:45:03;;7.4;6.7;;;;;
330075;0;;2023-04-18 10:00:00;7.3;-1.4;;;;;;;;;;;;2023-04-18 10:45:03;;7.4;6.6;;;;;
330075;0;;2023-04-18 10:20:00;7.7;-1.2;;;;;;;;;;;;2023-04-18 11:20:25;;7.7;7.2;;;;;
330075;0;;2023-04-18 10:40:00;9.0;-1.3;;;;;;;;;;;;2023-04-18 11:20:25;;9.1;7.6;;;;;
330075;0;;2023-04-18 11:00:00;8.3;0.0;;;;;;;;;;;;2023-04-18 11:20:25;;9.1;8.2;;;;;
330075;0;;2023-04-18 11:20:00;7.9;0.4;;;;;;;;;;;;2023-04-18 12:35:23;;8.4;7.7;;;;;
330075;0;;2023-04-18 11:40:00;7.8;-0.4;;;;;;;;;;;;2023-04-18 12:35:23;;8.0;7.5;;;;;
330075;0;;2023-04-18 12:00:00;8.7;0.0;;;;;;;;;;;;2023-04-18 12:35:23;;9.3;7.8;;;;;
330075;0;;2023-04-18 12:20:00;10.3;0.8;;;;;;;;;;;;2023-04-18 13:35:23;;10.4;8.6;;;;;
330075;0;;2023-04-18 12:40:00;11.0;0.4;;;;;;;;;;;;2023-04-18 13:35:23;;11.2;10.2;;;;;
330075;0;;2023-04-18 13:00:00;12.2;1.5;;;;;;;;;;;;2023-04-18 13:35:23;;12.4;11.0;;;;;
330075;0;;2023-04-18 13:20:00;12.6;2.4;;;;;;;;;;;;2023-04-18 14:20:25;;12.8;12.3;;;;;
330075;0;;2023-04-18 13:40:00;14.0;2.4;;;;;;;;;;;;2023-04-18 14:20:25;;14.1;12.3;;;;;
330075;0;;2023-04-18 14:00:00;14.3;2.3;;;;;;;;;;;;2023-04-18 14:20:25;;14.9;14.0;;;;;
330075;0;;2023-04-18 14:20:00;16.1;3.1;;;;;;;;;;;;2023-04-18 15:20:25;;16.1;14.2;;;;;
330075;0;;2023-04-18 14:40:00;15.6;2.4;;;;;;;;;;;;2023-04-18 15:20:25;;16.4;15.3;;;;;
330075;0;;2023-04-18 15:00:00;17.2;3.0;;;;;;;;;;;;2023-04-18 15:20:25;;17.3;15.6;;;;;
330075;0;;2023-04-18 15:20:00;18.6;1.8;;;;;;;;;;;;2023-04-18 16:20:28;;18.8;17.1;;;;;
330075;0;;2023-04-18 15:40:00;19.4;1.1;;;;;;;;;;;;2023-04-18 16:20:28;;19.6;17.3;;;;;
330075;0;;2023-04-18 16:00:00;19.5;1.4;;;;;;;;;;;;2023-04-18 16:20:28;;19.8;19.0;;;;;
330075;0;;2023-04-18 16:20:00;19.4;1.2;;;;;;;;;;;;2023-04-18 17:45:03;;19.7;18.9;;;;;
330075;0;;2023-04-18 16:40:00;19.4;1.6;;;;;;;;;;;;2023-04-18 17:45:03;;19.8;19.0;;;;;
330075;0;;2023-04-18 17:00:00;19.8;1.8;;;;;;;;;;;;2023-04-18 17:45:03;;20.2;19.2;;;;;
330075;0;;2023-04-18 17:20:00;19.4;2.0;;;;;;;;;;;;2023-04-18 18:50:24;;20.3;19.3;;;;;
330075;0;;2023-04-18 17:40:00;19.5;2.6;;;;;;;;;;;;2023-04-18 18:50:24;;19.7;19.2;;;;;
330075;0;;2023-04-18 18:00:00;19.2;2.6;;;;;;;;;;;;2023-04-18 18:50:24;;19.9;19.2;;;;;
330075;0;;2023-04-18 18:20:00;19.4;2.9;;;;;;;;;;;;2023-04-18 19:20:23;;19.9;19.1;;;;;
330075;0;;2023-04-18 18:40:00;19.3;2.7;;;;;;;;;;;;2023-04-18 19:20:23;;19.4;19.0;;;;;
330075;0;;2023-04-18 19:00:00;19.2;3.2;;;;;;;;;;;;2023-04-18 19:20:23;;19.6;19.0;;;;;
330075;0;;2023-04-18 19:20:00;19.4;3.1;;;;;;;;;;;;2023-04-18 20:20:24;;19.5;19.0;;;;;
330075;0;;2023-04-18 19:40:00;19.2;3.2;;;;;;;;;;;;2023-04-18 20:20:24;;19.5;19.1;;;;;
330075;0;;2023-04-18 20:00:00;19.6;2.0;;;;;;;;;;;;2023-04-18 20:20:24;;19.9;19.1;;;;;
330075;0;;2023-04-18 20:20:00;19.2;1.8;;;;;;;;;;;;2023-04-18 21:35:22;;19.9;19.2;;;;;
330075;0;;2023-04-18 20:40:00;19.3;2.1;;;;;;;;;;;;2023-04-18 21:35:22;;19.7;19.1;;;;;
